x,t_x,T.cal
1,11.14,31.57
0,0.00,31.57
1,8.00,31.57
0,0.00,31.57
1,6.57,31.57
0,0.00,31.57
0,0.00,31.57
0,0.00,31.57
0,0.00,31.57
1,0.86,31.57
3,28.14,31.57
0,0.00,31.57
0,0.00,31.57
2,14.00,31.57
0,0.00,31.57
14,30.29,31.57
4,16.86,31.57
0,0.00,31.43
0,0.00,31.43
0,0.00,31.43
0,0.00,31.43
0,0.00,31.43
0,0.00,31.43
2,30.14,31.43
0,0.00,31.43
0,0.00,31.43
2,24.71,31.43
0,0.00,31.43
3,18.71,31.43
0,0.00,31.43
2,6.29,31.43
0,0.00,31.43
0,0.00,31.43
1,1.43,31.43
1,27.43,31.43
6,19.57,31.43
1,26.14,31.43
6,18.14,31.43
0,0.00,31.43
1,2.71,31.43
2,7.43,31.43
0,0.00,31.43
0,0.00,31.43
2,22.57,31.43
1,22.57,31.43
0,0.00,31.43
2,21.43,31.43
1,31.14,31.43
0,0.00,31.43
1,9.57,31.29
0,0.00,31.29
2,21.00,31.29
0,0.00,31.29
0,0.00,31.29
3,17.43,31.29
0,0.00,31.29
0,0.00,31.29
0,0.00,31.29
0,0.00,31.29
0,0.00,31.29
0,0.00,31.29
0,0.00,31.29
4,13.14,31.29
0,0.00,31.29
4,20.14,31.29
0,0.00,31.29
1,6.00,31.29
0,0.00,31.29
0,0.00,31.29
5,29.14,31.29
0,0.00,31.29
2,26.86,31.29
0,0.00,31.29
1,17.14,31.14
0,0.00,31.14
5,26.86,31.14
0,0.00,31.14
1,2.29,31.14
2,26.29,31.14
0,0.00,31.14
2,12.29,31.14
2,19.14,31.14
0,0.00,31.14
0,0.00,31.14
1,16.71,31.14
0,0.00,31.14
0,0.00,31.14
0,0.00,31.14
0,0.00,31.14
0,0.00,31.14
0,0.00,31.14
1,26.14,31.14
2,5.00,31.14
0,0.00,31.14
0,0.00,31.14
0,0.00,31.14
0,0.00,31.14
3,22.14,31.14
0,0.00,31.14
4,22.00,31.14
0,0.00,31.14
1,2.00,31.14
0,0.00,31.14
0,0.00,31.14
3,25.86,31.14
1,3.14,31.14
0,0.00,31.14
2,25.14,31.14
0,0.00,31.14
2,4.00,31.14
1,10.43,31.00
0,0.00,31.00
0,0.00,31.00
0,0.00,31.00
4,19.00,31.00
0,0.00,31.00
0,0.00,31.00
0,0.00,31.00
26,30.86,31.00
1,30.57,31.00
6,26.14,31.00
0,0.00,31.00
0,0.00,31.00
1,8.29,31.00
0,0.00,31.00
0,0.00,31.00
0,0.00,31.00
2,30.57,31.00
0,0.00,31.00
0,0.00,31.00
0,0.00,31.00
2,1.57,31.00
0,0.00,31.00
0,0.00,31.00
1,17.43,31.00
2,19.71,31.00
0,0.00,31.00
1,29.29,31.00
0,0.00,31.00
0,0.00,31.00
0,0.00,31.00
14,29.86,30.86
0,0.00,30.86
1,2.71,30.86
0,0.00,30.86
2,5.14,30.86
4,25.43,30.86
0,0.00,30.86
1,2.71,30.86
6,29.29,30.86
0,0.00,30.86
0,0.00,30.86
1,0.14,30.86
3,26.00,30.86
1,2.14,30.86
0,0.00,30.86
0,0.00,30.86
0,0.00,30.86
0,0.00,30.86
1,16.29,30.86
1,2.29,30.86
0,0.00,30.86
8,28.71,30.86
0,0.00,30.86
0,0.00,30.86
0,0.00,30.86
0,0.00,30.86
0,0.00,30.86
0,0.00,30.86
3,25.86,30.86
0,0.00,30.86
1,5.43,30.86
0,0.00,30.86
0,0.00,30.86
3,30.29,30.86
0,0.00,30.86
1,1.14,30.86
1,10.71,30.71
1,3.00,30.71
1,22.00,30.71
0,0.00,30.71
1,3.86,30.71
9,12.00,30.71
0,0.00,30.71
0,0.00,30.71
3,26.43,30.71
0,0.00,30.71
0,0.00,30.71
0,0.00,30.71
0,0.00,30.71
1,7.57,30.71
0,0.00,30.71
0,0.00,30.71
0,0.00,30.71
0,0.00,30.71
1,2.00,30.71
0,0.00,30.71
2,4.00,30.71
0,0.00,30.71
4,20.29,30.71
1,25.00,30.71
0,0.00,30.71
0,0.00,30.71
0,0.00,30.71
0,0.00,30.71
0,0.00,30.71
0,0.00,30.71
2,21.43,30.71
0,0.00,30.71
1,24.71,30.71
1,30.29,30.71
1,14.71,30.57
0,0.00,30.57
3,17.57,30.57
2,6.00,30.57
0,0.00,30.57
2,27.71,30.57
5,28.43,30.57
0,0.00,30.57
1,16.57,30.57
0,0.00,30.57
0,0.00,30.57
1,1.71,30.57
1,25.86,30.57
0,0.00,30.57
0,0.00,30.57
0,0.00,30.57
0,0.00,30.57
1,3.29,30.57
0,0.00,30.57
5,25.86,30.57
1,28.14,30.57
0,0.00,30.57
1,5.71,30.57
0,0.00,30.57
4,26.71,30.57
0,0.00,30.57
0,0.00,30.57
0,0.00,30.57
0,0.00,30.57
0,0.00,30.57
4,21.71,30.43
3,12.71,30.43
0,0.00,30.43
0,0.00,30.43
0,0.00,30.43
1,17.29,30.43
0,0.00,30.43
1,3.29,30.43
0,0.00,30.43
2,8.86,30.43
0,0.00,30.43
0,0.00,30.43
0,0.00,30.43
2,24.43,30.43
4,20.86,30.43
0,0.00,30.43
0,0.00,30.43
0,0.00,30.43
0,0.00,30.43
2,19.57,30.43
0,0.00,30.43
0,0.00,30.43
0,0.00,30.43
1,16.86,30.43
0,0.00,30.43
1,6.00,30.43
1,4.29,30.29
0,0.00,30.29
0,0.00,30.29
3,16.86,30.29
3,30.29,30.29
0,0.00,30.29
2,25.71,30.29
0,0.00,30.29
1,21.14,30.29
0,0.00,30.29
1,24.57,30.29
0,0.00,30.29
0,0.00,30.29
0,0.00,30.29
5,28.29,30.29
1,8.29,30.29
3,18.29,30.29
0,0.00,30.29
2,19.43,30.29
1,1.86,30.29
0,0.00,30.29
1,10.14,30.29
0,0.00,30.29
0,0.00,30.29
0,0.00,30.29
1,22.00,30.29
0,0.00,30.29
2,3.86,30.29
0,0.00,30.29
0,0.00,30.29
0,0.00,30.29
2,17.71,30.14
3,20.86,30.14
0,0.00,30.14
0,0.00,30.14
5,30.00,30.14
0,0.00,30.14
2,2.00,30.14
0,0.00,30.14
0,0.00,30.14
0,0.00,30.14
0,0.00,30.14
0,0.00,30.14
1,1.29,30.14
1,16.14,30.14
0,0.00,30.14
0,0.00,30.14
9,28.57,30.14
2,8.86,30.14
0,0.00,30.14
1,6.29,30.14
1,2.14,30.14
0,0.00,30.14
0,0.00,30.14
0,0.00,30.14
1,21.86,30.14
1,21.86,30.14
0,0.00,30.14
0,0.00,30.14
0,0.00,30.14
0,0.00,30.14
0,0.00,30.00
0,0.00,30.00
2,5.43,30.00
0,0.00,30.00
0,0.00,30.00
0,0.00,30.00
0,0.00,30.00
3,29.71,30.00
0,0.00,30.00
0,0.00,30.00
0,0.00,30.00
1,20.86,30.00
0,0.00,30.00
0,0.00,30.00
0,0.00,30.00
0,0.00,30.00
2,25.14,30.00
0,0.00,30.00
4,25.14,30.00
0,0.00,30.00
4,28.43,30.00
3,24.43,30.00
0,0.00,30.00
3,16.00,30.00
2,15.71,30.00
0,0.00,30.00
0,0.00,30.00
0,0.00,30.00
0,0.00,30.00
0,0.00,30.00
4,7.57,30.00
0,0.00,30.00
0,0.00,29.86
0,0.00,29.86
5,26.57,29.86
3,6.29,29.86
2,15.29,29.86
2,28.71,29.86
0,0.00,29.86
0,0.00,29.86
3,24.71,29.86
2,16.86,29.86
4,26.57,29.86
0,0.00,29.86
7,28.00,29.86
1,21.57,29.86
2,20.71,29.86
0,0.00,29.86
2,8.14,29.86
2,15.29,29.86
0,0.00,29.86
3,2.43,29.86
0,0.00,29.86
0,0.00,29.86
0,0.00,29.86
1,24.57,29.86
0,0.00,29.86
1,14.00,29.86
0,0.00,29.86
0,0.00,29.86
3,12.71,29.86
0,0.00,29.86
0,0.00,29.86
1,2.86,29.86
6,26.43,29.86
0,0.00,29.86
1,17.57,29.86
0,0.00,29.86
2,24.86,29.86
3,5.71,29.86
0,0.00,29.86
0,0.00,29.86
3,9.71,29.71
0,0.00,29.71
1,20.14,29.71
0,0.00,29.71
0,0.00,29.71
0,0.00,29.71
0,0.00,29.71
0,0.00,29.71
0,0.00,29.71
0,0.00,29.71
5,29.57,29.71
0,0.00,29.71
0,0.00,29.71
0,0.00,29.71
1,21.14,29.71
0,0.00,29.71
0,0.00,29.71
0,0.00,29.71
0,0.00,29.71
0,0.00,29.71
0,0.00,29.71
0,0.00,29.71
9,23.43,29.71
4,28.14,29.71
2,27.57,29.71
0,0.00,29.71
0,0.00,29.71
1,5.00,29.71
4,8.00,29.71
1,20.86,29.57
0,0.00,29.57
1,1.00,29.57
0,0.00,29.57
1,20.86,29.57
0,0.00,29.57
0,0.00,29.57
1,19.71,29.57
0,0.00,29.57
1,0.71,29.57
0,0.00,29.57
0,0.00,29.57
0,0.00,29.57
1,1.71,29.57
0,0.00,29.57
1,14.29,29.57
5,29.43,29.57
0,0.00,29.57
1,25.00,29.57
0,0.00,29.57
0,0.00,29.57
0,0.00,29.57
1,27.00,29.57
0,0.00,29.57
1,9.71,29.57
0,0.00,29.57
1,2.00,29.57
0,0.00,29.57
1,1.57,29.57
1,26.29,29.43
0,0.00,29.43
0,0.00,29.43
0,0.00,29.43
7,28.57,29.43
0,0.00,29.43
0,0.00,29.43
1,28.57,29.43
0,0.00,29.43
1,24.00,29.43
0,0.00,29.43
0,0.00,29.43
0,0.00,29.43
0,0.00,29.43
0,0.00,29.43
0,0.00,29.43
1,2.43,29.43
1,9.57,29.43
0,0.00,29.43
0,0.00,29.43
1,24.14,29.43
0,0.00,29.43
2,10.71,29.43
0,0.00,29.43
0,0.00,29.43
0,0.00,29.43
1,11.43,29.43
0,0.00,29.43
0,0.00,29.29
0,0.00,29.29
1,16.29,29.29
15,23.86,29.29
0,0.00,29.29
1,16.29,29.29
0,0.00,29.29
2,20.57,29.29
0,0.00,29.29
0,0.00,29.29
3,22.57,29.29
0,0.00,29.29
0,0.00,29.29
0,0.00,29.29
0,0.00,29.29
1,12.14,29.29
0,0.00,29.29
21,4.71,29.29
2,20.43,29.29
0,0.00,29.29
0,0.00,29.29
0,0.00,29.29
3,19.86,29.29
0,0.00,29.29
0,0.00,29.29
3,16.14,29.29
2,20.57,29.29
1,2.14,29.29
0,0.00,29.29
0,0.00,29.29
1,0.43,29.29
1,17.14,29.14
1,3.29,29.14
0,0.00,29.14
0,0.00,29.14
1,25.14,29.14
2,18.29,29.14
2,3.71,29.14
1,5.14,29.14
0,0.00,29.14
0,0.00,29.14
4,28.57,29.14
0,0.00,29.14
0,0.00,29.14
0,0.00,29.14
2,27.86,29.14
0,0.00,29.14
0,0.00,29.14
1,22.71,29.14
0,0.00,29.14
1,19.14,29.14
1,11.14,29.14
0,0.00,29.14
0,0.00,29.14
0,0.00,29.14
2,27.71,29.14
0,0.00,29.14
0,0.00,29.14
0,0.00,29.14
2,20.14,29.14
0,0.00,29.14
0,0.00,29.00
2,4.00,29.00
0,0.00,29.00
0,0.00,29.00
0,0.00,29.00
1,15.14,29.00
0,0.00,29.00
0,0.00,29.00
6,21.29,29.00
0,0.00,29.00
11,23.29,29.00
0,0.00,29.00
0,0.00,29.00
1,3.86,29.00
1,1.57,29.00
0,0.00,29.00
1,28.00,29.00
1,18.29,29.00
2,10.86,29.00
2,25.43,29.00
0,0.00,29.00
3,1.43,29.00
0,0.00,29.00
0,0.00,29.00
0,0.00,29.00
0,0.00,29.00
0,0.00,29.00
0,0.00,29.00
0,0.00,29.00
0,0.00,29.00
1,8.86,28.86
0,0.00,28.86
0,0.00,28.86
0,0.00,28.86
0,0.00,28.86
1,1.71,28.86
17,28.43,28.86
2,23.71,28.86
2,11.86,28.86
0,0.00,28.86
2,3.00,28.86
0,0.00,28.86
2,21.29,28.86
0,0.00,28.86
0,0.00,28.86
0,0.00,28.86
0,0.00,28.86
1,16.71,28.86
0,0.00,28.86
0,0.00,28.86
0,0.00,28.86
0,0.00,28.86
0,0.00,28.86
0,0.00,28.86
0,0.00,28.86
0,0.00,28.86
0,0.00,28.71
0,0.00,28.71
0,0.00,28.71
0,0.00,28.71
3,15.86,28.71
0,0.00,28.71
1,22.71,28.71
0,0.00,28.71
0,0.00,28.71
1,15.14,28.71
0,0.00,28.71
2,8.43,28.71
0,0.00,28.71
0,0.00,28.71
0,0.00,28.71
0,0.00,28.71
1,15.57,28.71
0,0.00,28.71
0,0.00,28.71
0,0.00,28.71
0,0.00,28.71
1,13.00,28.71
0,0.00,28.71
7,24.29,28.71
0,0.00,28.71
0,0.00,28.71
1,8.71,28.71
0,0.00,28.71
0,0.00,28.57
3,15.14,28.57
0,0.00,28.57
0,0.00,28.57
2,25.29,28.57
4,21.71,28.57
0,0.00,28.57
1,2.29,28.57
0,0.00,28.57
0,0.00,28.57
0,0.00,28.57
0,0.00,28.57
2,9.57,28.57
1,2.14,28.57
0,0.00,28.57
4,25.14,28.57
2,5.71,28.57
0,0.00,28.57
0,0.00,28.57
1,14.86,28.57
3,15.00,28.57
0,0.00,28.57
0,0.00,28.57
1,11.00,28.57
0,0.00,28.57
0,0.00,28.57
1,13.14,28.57
0,0.00,28.57
1,8.43,28.57
1,25.43,28.57
0,0.00,28.57
0,0.00,28.57
0,0.00,28.43
0,0.00,28.43
0,0.00,28.43
0,0.00,28.43
0,0.00,28.43
0,0.00,28.43
0,0.00,28.43
2,27.71,28.43
3,27.71,28.43
0,0.00,28.43
1,13.86,28.43
0,0.00,28.43
1,4.14,28.43
1,21.14,28.43
3,7.29,28.43
3,27.71,28.43
0,0.00,28.43
0,0.00,28.43
0,0.00,28.43
0,0.00,28.43
1,1.43,28.43
0,0.00,28.43
2,8.43,28.43
0,0.00,28.43
1,0.86,28.43
0,0.00,28.29
0,0.00,28.29
0,0.00,28.29
1,28.29,28.29
1,1.29,28.29
0,0.00,28.29
2,5.43,28.29
0,0.00,28.29
2,22.14,28.29
0,0.00,28.29
3,26.00,28.29
0,0.00,28.29
4,11.14,28.29
0,0.00,28.29
1,11.00,28.29
1,7.57,28.29
0,0.00,28.29
0,0.00,28.29
1,18.86,28.29
0,0.00,28.29
3,21.14,28.29
0,0.00,28.29
0,0.00,28.29
0,0.00,28.29
1,13.29,28.29
1,1.57,28.29
0,0.00,28.29
0,0.00,28.29
0,0.00,28.29
0,0.00,28.29
0,0.00,28.29
1,19.00,28.29
0,0.00,28.29
1,4.29,28.29
0,0.00,28.14
3,27.71,28.14
0,0.00,28.14
6,12.43,28.14
0,0.00,28.14
0,0.00,28.14
0,0.00,28.14
0,0.00,28.14
3,24.43,28.14
0,0.00,28.14
0,0.00,28.14
0,0.00,28.14
2,25.00,28.14
5,9.57,28.14
0,0.00,28.14
1,3.57,28.14
0,0.00,28.14
0,0.00,28.14
1,2.86,28.14
0,0.00,28.14
1,7.14,28.14
0,0.00,28.14
0,0.00,28.14
2,17.00,28.14
0,0.00,28.14
1,5.43,28.14
2,24.57,28.14
0,0.00,28.14
0,0.00,28.00
7,26.86,28.00
0,0.00,28.00
0,0.00,28.00
2,14.29,28.00
0,0.00,28.00
2,21.86,28.00
2,2.86,28.00
0,0.00,28.00
0,0.00,28.00
0,0.00,28.00
0,0.00,28.00
0,0.00,28.00
2,8.43,28.00
0,0.00,28.00
8,27.57,28.00
0,0.00,28.00
0,0.00,28.00
5,18.43,28.00
0,0.00,28.00
1,8.43,28.00
0,0.00,28.00
1,1.43,28.00
0,0.00,28.00
1,3.57,28.00
0,0.00,28.00
0,0.00,28.00
1,11.29,28.00
0,0.00,28.00
3,8.00,28.00
0,0.00,28.00
2,20.57,27.86
0,0.00,27.86
0,0.00,27.86
0,0.00,27.86
2,12.57,27.86
1,19.57,27.86
0,0.00,27.86
0,0.00,27.86
0,0.00,27.86
0,0.00,27.86
1,0.14,27.86
0,0.00,27.86
2,25.71,27.86
0,0.00,27.86
0,0.00,27.86
0,0.00,27.86
0,0.00,27.86
2,23.71,27.86
0,0.00,27.86
0,0.00,27.86
1,7.43,27.86
0,0.00,27.86
1,23.57,27.86
2,24.43,27.86
0,0.00,27.86
0,0.00,27.86
1,1.71,27.86
0,0.00,27.86
2,7.57,27.71
0,0.00,27.71
0,0.00,27.71
3,25.71,27.71
0,0.00,27.71
0,0.00,27.71
0,0.00,27.71
1,21.57,27.71
0,0.00,27.71
0,0.00,27.71
0,0.00,27.71
1,14.00,27.71
0,0.00,27.71
9,25.29,27.71
3,20.14,27.71
0,0.00,27.71
0,0.00,27.71
0,0.00,27.71
0,0.00,27.71
0,0.00,27.71
0,0.00,27.71
3,19.86,27.57
0,0.00,27.57
0,0.00,27.57
2,26.43,27.57
0,0.00,27.57
1,27.29,27.57
1,21.43,27.57
1,7.71,27.57
0,0.00,27.57
0,0.00,27.57
0,0.00,27.57
2,6.43,27.57
6,27.57,27.57
0,0.00,27.57
0,0.00,27.57
0,0.00,27.57
0,0.00,27.57
0,0.00,27.57
0,0.00,27.57
0,0.00,27.43
0,0.00,27.43
0,0.00,27.43
1,9.71,27.43
0,0.00,27.43
1,8.43,27.43
0,0.00,27.43
1,3.71,27.43
0,0.00,27.43
0,0.00,27.43
0,0.00,27.43
0,0.00,27.43
0,0.00,27.43
1,9.00,27.43
4,23.00,27.43
0,0.00,27.43
0,0.00,27.43
2,27.00,27.43
0,0.00,27.43
0,0.00,27.43
0,0.00,27.43
0,0.00,27.43
0,0.00,27.43
1,16.29,27.43
0,0.00,27.29
0,0.00,27.29
0,0.00,27.29
1,4.86,27.29
0,0.00,27.29
0,0.00,27.29
0,0.00,27.29
1,22.14,27.29
0,0.00,27.29
2,20.71,27.29
0,0.00,27.29
1,0.71,27.29
0,0.00,27.29
0,0.00,27.29
6,13.29,27.29
0,0.00,27.29
0,0.00,27.29
0,0.00,27.29
0,0.00,27.29
1,15.86,27.29
0,0.00,27.29
0,0.00,27.29
2,15.43,27.29
6,21.14,27.29
0,0.00,27.14
1,12.14,27.14
0,0.00,27.14
0,0.00,27.14
0,0.00,27.14
0,0.00,27.14
2,19.00,27.14
0,0.00,27.14
7,23.43,27.14
0,0.00,27.14
1,24.43,27.14
2,8.29,27.14
1,6.14,27.14
1,1.57,27.14
1,0.43,27.14
0,0.00,27.14
0,0.00,27.14
1,25.86,27.14
5,18.00,27.14
0,0.00,27.14
1,7.86,27.14
0,0.00,27.14
0,0.00,27.14
2,13.29,27.14
0,0.00,27.14
0,0.00,27.14
0,0.00,27.14
0,0.00,27.14
0,0.00,27.14
0,0.00,27.14
1,2.57,27.14
0,0.00,27.14
0,0.00,27.14
1,21.43,27.00
0,0.00,27.00
1,13.71,27.00
0,0.00,27.00
5,13.00,27.00
1,20.43,27.00
0,0.00,27.00
1,2.57,27.00
2,6.86,27.00
0,0.00,27.00
0,0.00,27.00
1,11.71,27.00
2,17.57,27.00
0,0.00,27.00
1,6.29,27.00
0,0.00,27.00
2,12.00,27.00
0,0.00,27.00
1,7.57,27.00
2,9.86,27.00
7,24.14,27.00
1,9.29,27.00
2,21.86,27.00
0,0.00,27.00
0,0.00,27.00
0,0.00,27.00
5,24.29,27.00
0,0.00,27.00
4,26.57,27.00
0,0.00,27.00
